sale_id,product_id,sale_date,quantity,weight,selling_price,making_charge,discount,cost_basis
247,152,2026-01-11T11:53:00,1,14.682,102684.44,4687.96,3404.8,103061.96
248,194,2026-01-12T19:21:00,1,3.7547,29876.03,2791.01,988.14,29655.1
249,201,2026-01-04T15:22:00,1,18.3302,128367.48,6865.38,4916.08,129569.1
250,31,2026-01-22T13:37:00,1,19.1019,148510.15,10874.85,4247.86,150233.59
251,47,2026-01-30T10:21:00,1,4.4362,31274.46,1841.2,1148.47,30937.05
252,91,2026-01-01T19:55:00,1,9.0049,64962.22,90.74,1694.11,65183.81
253,225,2026-01-19T09:44:00,1,26.4171,187180.99,11127.93,5800.93,187721.1
254,250,2026-01-19T18:24:00,1,77.1732,7959.13,837.59,236.0,8120.8
255,172,2026-01-19T20:43:00,1,27.5585,2669.81,126.71,85.04,2681.44
256,110,2026-01-11T19:21:00,1,19.8326,143168.44,198.2,5152.15,139927.76
257,90,2026-01-20T12:31:00,1,25.9884,183150.13,10477.48,6961.29,185674.24
258,338,2026-01-28T17:13:00,1,10.8588,81913.49,3804.3,2175.96,81297.73
259,154,2026-01-09T15:51:00,1,24.6383,171907.02,7843.04,6592.93,170050.2
260,121,2026-01-20T18:06:00,1,5.6102,39922.63,2647.23,1069.01,39753.67
261,316,2026-01-11T17:30:00,1,4.8799,38439.57,3261.1,1262.75,37802.56
262,227,2026-01-07T13:32:00,1,14.5655,113473.81,8472.43,3016.28,112682.14
263,428,2026-01-10T12:26:00,1,2.987,23387.22,1915.5,760.35,23252.12
264,214,2026-01-09T17:11:00,1,15.0718,108869.94,154.48,3418.66,108686.25
265,469,2026-01-01T11:36:00,1,3.5698,25149.84,1464.43,810.02,24959.42
266,267,2026-01-07T16:17:00,1,11.3594,79864.66,4455.4,2886.79,80167.77
267,497,2026-01-21T15:59:00,1,3.6197,28481.08,2368.2,953.11,28205.6
268,302,2026-01-24T14:29:00,1,24.6146,172137.11,8833.52,5557.46,173269.35
269,79,2026-01-08T13:54:00,1,19.4648,135821.16,6336.44,4668.43,135290.39
270,232,2026-01-14T10:40:00,1,38.8965,3774.85,187.43,136.75,3473.25
271,109,2026-01-28T19:10:00,1,38.1991,3910.63,375.3,141.34,3663.12
272,137,2026-01-22T10:09:00,1,19.0534,148949.34,11663.5,4586.91,148541.66
273,103,2026-01-01T16:31:00,1,40.7114,286346.46,16228.76,10362.46,290274.3
274,299,2026-01-14T12:10:00,1,2.7577,19607.94,1221.61,729.27,19335.39
275,145,2026-01-05T13:42:00,1,8.7446,65376.59,2534.75,2334.45,65283.92
276,294,2026-01-06T20:31:00,1,11.2674,1099.41,57.96,28.74,1099.9
277,417,2026-01-01T14:38:00,1,14.235,106699.31,4150.09,3955.91,106028.35
278,159,2026-01-28T14:42:00,1,106.8915,10673.3,780.49,403.72,9855.57
279,349,2026-01-29T20:53:00,1,3.9789,31010.91,2374.37,1168.26,30859.88
280,75,2026-01-08T10:33:00,1,5.2811,37323.25,2192.05,1306.36,37112.22
281,354,2026-01-27T17:16:00,1,3.0016,23573.62,1982.42,837.37,23185.98
282,266,2026-01-29T14:21:00,1,3.1433,24642.63,2019.99,820.05,25026.34
283,444,2026-01-19T20:15:00,1,21.3326,149988.8,7820.67,5386.81,149570.04
284,496,2026-01-14T12:17:00,1,11.1941,84002.57,3380.09,2265.32,84505.86
285,235,2026-01-14T16:34:00,1,8.0469,58032.13,76.51,1923.5,57915.77
286,198,2026-01-23T15:30:00,1,15.7741,1542.37,85.95,45.73,1524.81
287,363,2026-01-08T11:23:00,1,13.8933,109219.51,9108.42,4025.48,109138.17
288,255,2026-01-23T19:57:00,1,5.3041,37202.32,2065.52,1099.13,37024.42
289,323,2026-01-02T09:44:00,1,11.8931,89601.24,4065.71,3053.29,89968.8
290,487,2026-01-26T15:19:00,1,139.4639,14037.68,1154.0,404.82,13934.72
291,340,2026-01-31T19:07:00,1,165.8251,16720.31,1379.83,621.33,16808.1
292,285,2026-01-28T09:58:00,1,15.0484,105533.45,5416.9,3299.27,106315.65
293,208,2026-01-30T10:59:00,1,11.0838,87092.39,7286.04,2514.43,85709.59
294,439,2026-01-25T11:58:00,1,5.9325,42013.14,2528.38,1188.68,41926.14
295,234,2026-01-21T19:26:00,1,16.4047,115505.92,6005.86,4157.84,115501.01
296,421,2026-01-02T16:30:00,1,70.6148,7338.83,809.08,195.4,7439.08
297,393,2026-01-14T15:56:00,1,5.8217,41658.08,2843.23,1243.86,40589.86
298,488,2026-01-27T13:32:00,1,4.4681,31500.84,1849.95,871.07,31759.9
299,36,2026-01-12T17:47:00,1,3.5236,27845.44,2427.49,972.76,27680.59
300,174,2026-01-15T19:41:00,1,36.7959,260282.33,16057.64,9201.84,261235.38
301,99,2026-01-21T09:25:00,1,19.3079,136132.64,7253.95,4602.11,135735.36
302,107,2026-01-21T10:10:00,1,29.1472,205200.42,10645.19,6765.53,203805.95
303,133,2026-01-17T19:48:00,1,14.5876,114214.17,9126.41,4046.08,113326.2
304,70,2026-01-28T14:28:00,1,30.9727,3024.3,157.78,93.31,2738.64
305,256,2026-01-28T19:37:00,1,3.4873,27458.1,2373.36,794.55,27499.72
306,441,2026-01-11T15:23:00,1,5.6742,40579.37,2706.35,1142.02,40018.79
307,98,2026-01-13T18:14:00,1,6.3389,45004.55,2726.43,1696.35,44080.64
308,11,2026-01-31T18:40:00,1,22.9405,161294.64,8715.77,5282.27,161804.94
309,123,2026-01-30T13:44:00,1,7.2724,50920.68,2669.83,1604.97,51109.23
310,454,2026-01-06T18:16:00,1,40.6398,4126.14,369.8,138.27,3882.48
311,80,2026-01-03T18:07:00,1,3.9658,28083.19,1731.64,780.08,27956.4
312,8,2026-01-23T16:52:00,1,4.5632,36030.2,3210.75,1279.04,36048.01
313,358,2026-01-16T12:55:00,1,5.1854,36524.18,2155.4,1268.62,36512.32
314,434,2026-01-26T15:08:00,1,133.699,13370.69,1019.58,470.04,13484.87
315,230,2026-01-28T13:46:00,1,3.6613,28748.87,2412.52,815.3,28608.91
316,360,2026-01-07T11:01:00,1,6.8958,48490.97,2713.27,1494.93,48223.19
317,155,2026-01-09T12:23:00,1,43.3929,4208.49,205.49,132.03,3892.97
318,311,2026-01-22T16:08:00,1,6.7935,51187.28,2237.94,1366.57,50940.29
319,464,2026-01-11T12:45:00,1,13.6974,107740.7,8998.2,3306.42,105905.51
320,203,2026-01-23T10:06:00,1,3.5736,28165.19,2463.14,936.33,27946.28
321,298,2026-01-02T16:58:00,1,12.0285,90013.66,3504.33,3377.1,89544.49
